NAMER	GENDER	SOURCES
PASCACIA	U	[16]
PASCULA	U	[16]
PASGUALA	U	[16]
PASQUALA	U	[16]
PATRONA	U	[16]
PAUBLA	U	[16]
PAUBLINA	U	[16]
PAUGLA	U	[16]
PAULLA	U	[16]
PAZCUALA	U	[16]
PAZQUALA	U	[16]
PEDRA	U	[16]
PEDRONILA	U	[16]
PEDRONILLA	U	[16]
PEOQUINTA	U	[16]
PERFETA	U	[16]
PERFIDIA	U	[16]
PETRONILLA	U	[16]
PETTRA	U	[16]
PHELICIANA	U	[16]
PHELIPA	U	[16]
PHELIPPA	U	[16]
PHELISIANA	U	[16]
PHILIPA	U	[16]
PIOQUINTA	U	[16]
PLACENCIA	U	[16]
PLASIDA	U	[16]
PLUTARCA	U	[16]
POLICARPIA	U	[16]
POLINARIA	U	[16]
POLITA	U	[16]
POMPOZA	U	[16]
PONCEANA	U	[16]
PONPOSA	U	[16]
PONPOZA	U	[16]
PONSIANA	U	[16]
POTENSIANA	U	[16]
PRAGEDIZ	U	[16]
PRECILIANA	U	[16]
PRESENTASION	U	[16]
PRESILIANA	U	[16]
PRICILIANA	U	[16]
PRISILIANA	U	[16]
PRUDENSIA	U	[16]
PRUDENSIANA	U	[16]
PUDENCIANA	U	[16]
RAFAILA	U	[16]
RAFELA	U	[16]
RAYO	U	[16]
RECARDA	U	[16]
REDUCINDA	U	[16]
REFINA	U	[16]
REFUGIA	U	[16]
REFUGUIO	U	[16]
REFUJIA	U	[16]
REGALADA	U	[16]
REJINA	U	[16]
REMEDIOZ	U	[16]
REMIJIA	U	[16]
REYMUNDA	U	[16]
RODRIGA	U	[16]
ROMALDA	U	[16]
ROMONA	U	[16]
ROSSALIA	U	[16]
ROSSARIO	U	[16]
ROVERTA	U	[16]
ROZARIO	U	[16]
RUBERTA	U	[16]
RUMALDA	U	[16]
RUMUALDA	U	[16]
SABASTIANA	U	[16]
SALBADORA	U	[16]
SALLIE	U	[16]
SALLOME	U	[16]
SALOMEN	U	[16]
SALUME	U	[16]
SANCTO	U	[16]
SANDIEGO	U	[16]
SANJOSE	U	[16]
SANJUAN	U	[16]
SANJUANA	U	[16]
SARAGOSA	U	[16]
SARAPIA	U	[16]
SEBASTINA	U	[16]
SEBERA	U	[16]
SEBERIANA	U	[16]
SEBERINA	U	[16]
SELEDONIA	U	[16]
SELESTINA	U	[16]
SELSA	U	[16]
SENOBIA	U	[16]
SENONA	U	[16]
SENOVIA	U	[16]
SENSION	U	[16]
SEPHERINA	U	[16]
SERAFIA	U	[16]
SERAPHINA	U	[16]
SERAPIONA	U	[16]
SERBULA	U	[16]
SESAREA	U	[16]
SESARIA	U	[16]
SESILIA	U	[16]
SEUASTIANA	U	[16]
SIDRONIA	U	[16]
SILBERIA	U	[16]
SILBESTRA	U	[16]
SINAGALAI	U	[16]
SINAGATAN	U	[16]
SINFOROZA	U	[16]
SINYIWHEN	U	[16]
SIPRIANA	U	[16]
SIRIACA	U	[16]
SIRILA	U	[16]
SIRILDA	U	[16]
SISILIA	U	[16]
SISTA	U	[16]
SOLEDA	U	[16]
SOLOME	U	[16]
SOSTENA	U	[16]
SOTELA	U	[16]
SYMONA	U	[16]
TEODORIA	U	[16]
TEODOSA	U	[16]
TERCIA	U	[16]
THEODOCIA	U	[16]
THEREZA	U	[16]
THIMOTEA	U	[16]
THIMOTHEA	U	[16]
THODORA	U	[16]
THOMASA	U	[16]
THOMAZA	U	[16]
THORIBIA	U	[16]
THORIVIA	U	[16]
TIBURSIA	U	[16]
TILANA	U	[16]
TIMOTHEA	U	[16]
TIODORA	U	[16]
TIOFILA	U	[16]
TIVURCIA	U	[16]
TIVURSIA	U	[16]
TODOCIA	U	[16]
TOMASSA	U	[16]
TOMAZA	U	[16]
TOMOSA	U	[16]
TORIVIA	U	[16]
TRANQUILA	U	[16]
TRIFONA	U	[16]
TRINDAD	U	[16]
UFRACIA	U	[16]
UGENIA	U	[16]
URCINA	U	[16]
UROPA	U	[16]
URSOLA	U	[16]
URVANA	U	[16]
USEBIA	U	[16]
USEVIA	U	[16]
UVALDA	U	[16]
VACILIA	U	[16]
VALBINA	U	[16]
VALENTA	U	[16]
VALVINA	U	[16]
VARBARA	U	[16]
VASILIA	U	[16]
VBALDA	U	[16]
VEATRIS	U	[16]
VECENTA	U	[16]
VENIGNA	U	[16]
VENITA	U	[16]
VERNARDA	U	[16]
VERNARDINA	U	[16]
VIBIANA	U	[16]
VICTOREANA	U	[16]
VIRGINES	U	[16]
VISENCIA	U	[16]
VISENTA	U	[16]
VITALA	U	[16]
VITORIANA	U	[16]
VIZENTA	U	[16]
VONIFACIA	U	[16]
VRBANA	U	[16]
VRIGIDA	U	[16]
VRSULA	U	[16]
WAMIGUA	U	[16]
WILLIE	U	[16]
XABIELA	U	[16]
XABIERA	U	[16]
XACOBA	U	[16]
XALOME	U	[16]
XASINTA	U	[16]
XAUIERA	U	[16]
XAVIELA	U	[16]
XERTRUDIS	U	[16]
XETRUDES	U	[16]
XETRUDIS	U	[16]
XIMONA	U	[16]
XISTA	U	[16]
YCIDORA	U	[16]
YCIDRA	U	[16]
YDIFONSA	U	[16]
YFIGENIA	U	[16]
YGINIA	U	[16]
YGNACIA	U	[16]
YGNASIA	U	[16]
YGNOCENCIA	U	[16]
YGNOSENCIA	U	[16]
YLARIA	U	[16]
YLDEFONSA	U	[16]
YLDEFONZA	U	[16]
YNACIA	U	[16]
YNOSENCIA	U	[16]
YNOSENSIA	U	[16]
YPHIGENIA	U	[16]
YPOLITA	U	[16]
YRENEA	U	[16]
YRENIA	U	[16]
YRINCA	U	[16]
YRINEA	U	[16]
YSABELA	U	[16]
YSABER	U	[16]
YSAUEL	U	[16]
YSIDRA	U	[16]
YZABEL	U	[16]
YZAVEL	U	[16]
ZALOME	U	[16]
ZARAGOSA	U	[16]
ZATURNINA	U	[16]
ZEFERINA	U	[16]
ZEFIRINA	U	[16]
ZENONA	U	[16]
ZERAFINA	U	[16]
ZERAPIA	U	[16]
ZIMONA	U	[16]
ZIPRIANA	U	[16]
ZUSANA	U	[16]
ABELLA	U	[17]
ADELMIRA	U	[17]
ADORIA	U	[17]
AGOTA	U	[17]
BERENGARIA	U	[17]
CANDE	U	[17]
CHICA	U	[17]
CHICKIE	U	[17]
CHICKY	U	[17]
CHIQUITA	U	[17]
CONSUELA	U	[17]
CRUZITA	U	[17]
DONCIA	U	[17]
EMYGDIA	U	[17]
ESMARALDA	U	[17]
ESMERELDA	U	[17]
IBBIE	U	[17]
IÑES	U	[17]
IZABELLE	U	[17]
LETA	U	[17]
LORITA	U	[17]
LUCINDE	U	[17]
MARESOL	U	[17]
MARGARETTA	U	[17]
MARGUERITA	U	[17]
PEPPI	U	[17]
PERLITA	U	[17]
SANCHIA	U	[17]
SENCE	U	[17]
SENS	U	[17]
SUELO	U	[17]
SUSANITA	U	[17]
THERASIA	U	[17]
VALENTIA	U	[17]
ZARITA	U	[17]
ABRAAM	U	[17]
AGAPETO	M	[17, 19]
ALPHONSO	U	[17]
AMIDIO	U	[17]
ANBESSA	U	[17]
BABIECA	U	[17]
BAJARDO	U	[17]
BAYARDO	U	[17]
BERMUDO	U	[17]
CHICO	U	[17]
CHUCHO	U	[17]
CLAVILENO	U	[17]
EMYGDIO	U	[17]
ESSUA	U	[17]
EUSBIO	U	[17]
FARAMUNDO	U	[17]
FONS	U	[17]
FONSIE	U	[17]
FRASCUELO	U	[17]
FRASQUITO	U	[17]
GOITO	U	[17]
GUALTIERO	U	[17]
GUILERMO	U	[17]
HIERONIMO	U	[17]
INIGO	U	[17]
IÑJGO	U	[17]
ISANDRO	U	[17]
IUCEPH	U	[17]
LORENCIO	U	[17]
MANOLETE	U	[17]
MANOLITO	U	[17]
NACIO	U	[17]
NOVIO	U	[17]
PAQUITO	U	[17]
SAL	U	[17]
SANS	U	[17]
SOSIMO	U	[17]
TERCERO	U	[17]
VENCESLAS	U	[17]
VINCENÇ	U	[17]
XIMENEZ	U	[17]
ABAIGAR	M	[19]
ABAUNTZ	M	[19]
ABELIN	M	[19]
ABERRI	M	[19]
ABITZU	M	[19]
ABODI	M	[19]
ADRASTO	M	[19]
AEZIO	M	[19]
AFRANIO	M	[19]
AGAMEMNON	M	[19]
ALAMAN	M	[19]
ALANGO	M	[19]
ALARABI	M	[19]
ALBIZ	M	[19]
ALDAXUR	M	[19]
ALFONTSO	M	[19]
ALKMAN	M	[19]
ALLANDE	M	[19]
ALONTSO	M	[19]
ALOTS	M	[19]
ALTSU	M	[19]
ALTZAGA	M	[19]
ALTZEO	M	[19]
ALTZESTE	M	[19]
ALTZIBAR	M	[19]
ALTZIBIADES	M	[19]
ALTZINOO	M	[19]
ALTZO	M	[19]
ANDU	M	[19]
ANEN	M	[19]
ANFITRION	M	[19]
ANGELU	M	[19]
ANKISES	M	[19]
ANTER	M	[19]
ANTIFONTE	M	[19]
ANTIOKO	M	[19]
ANTIPATER	M	[19]
ANTIPATRO	M	[19]
ANTISTENES	M	[19]
ANTO	M	[19]
ANTSELMO	M	[19]
ARITZEDER	M	[19]
ARIXO	M	[19]
ARKELAO	M	[19]
ARKIAS	M	[19]
ARKILOKO	M	[19]
ARKIMEDES	M	[19]
ARMAURRI	M	[19]
ARMENTARI	M	[19]
ARNAUT	M	[19]
ARNOBIO	M	[19]
AROTZ	M	[19]
ARRADOI	M	[19]
ARRATS	M	[19]
ARRIANO	M	[19]
ARTAITZ	M	[19]
ARTANO	M	[19]
ARTAXERXES	M	[19]
ARTIBAI	M	[19]
ARTITZ	M	[19]
ARTIZAR	M	[19]
ARTOZKI	M	[19]
ARTZAIN	M	[19]
AURU	M	[19]
AURUBILITU	M	[19]
AXEARIKO	M	[19]
AXLOR	M	[19]
AZEARI	M	[19]
AZENTZIO	M	[19]
AZKAR	M	[19]
AZNAR	M	[19]
AZTIRI	M	[19]
BABRIO	M	[19]
BAKILIDES	M	[19]
BAKO	M	[19]
BALADI	M	[19]
BALDASAR	M	[19]
BALDUIN	M	[19]
BALENDIN	M	[19]
BALKOE	M	[19]
BALTZ	M	[19]
BARAZAR	M	[19]
BERNART	M	[19]
BERNARTIN	M	[19]
BERRIOTXOA	M	[19]
BERTIZ	M	[19]
BETIRI	M	[19]
BIGILA	M	[19]
BIKENTZI	M	[19]
BIKTOR	M	[19]
BILINTX	M	[19]
BILITU	M	[19]
BIRILA	M	[19]
BITAÑO	M	[19]
BITTOREN	M	[19]
BIXINTXO	M	[19]
BIZKARGI	M	[19]
BLADI	M	[19]
BOLIBAR	M	[19]
BONIFAZIO	M	[19]
BORDARI	M	[19]
BRASIDAS	M	[19]
BRIAREO	M	[19]
DEUNORO	M	[19]
DEZIO	M	[19]
DIAGUR	M	[19]
DIDAKO	M	[19]
DIOFANTOS	M	[19]
DIOKLEZIANO	M	[19]
DIONISO	M	[19]
DOGARTZI	M	[19]
DOLKITI	M	[19]
DOMIKU	M	[19]
DOMINIX	M	[19]
DOMIZIANO	M	[19]
DRAKON	M	[19]
DUNIXI	M	[19]
ELKANO	M	[19]
ELMU	M	[19]
ELO	M	[19]
ELORDI	M	[19]
EMETERI	M	[19]
EMILLEN	M	[19]
EMILLI	M	[19]
ENDAITZ	M	[19]
ENDIMION	M	[19]
ENDRIKE	M	[19]
ENPEDOKLES	M	[19]
EPAMINONDAS	M	[19]
ERROMAN	M	[19]
ERRUPIN	M	[19]
ESKILO	M	[19]
ESKINES	M	[19]
ESKOPAS	M	[19]
ESKULAPIO	M	[19]
ESPARATZ	M	[19]
ESPARTAKO	M	[19]
ESTEBEN	M	[19]
ESTESIKORO	M	[19]
ESTILIKON	M	[19]
ESTRABON	M	[19]
ESZIPION	M	[19]
ETXATXU	M	[19]
ETXAUZ	M	[19]
EUDON	M	[18, 19]
EUDOXO	M	[19]
FALARIS	M	[19]
FAUSTE	M	[19]
FEDON	M	[19]
FELIZIA	A	[19]
FIDIAS	M	[19]
FILOKTETES	M	[19]
FILOPEMEN	M	[19]
FILOSTRATO	M	[19]
FLORENTZIO	M	[19]
GAMIZ	M	[19]
GANIZ	M	[19]
GAR	M	[19]
GARAITZ	M	[19]
GARBIXO	M	[19]
GARDELE	M	[19]
GARINDO	M	[19]
GARINO	M	[19]
GARTZEA	M	[19]
GARTZI	M	[19]
GARTZIA	M	[19]
GASKOI	M	[19]
GASTEA	M	[19]
GAUARGI	M	[19]
GAUEKO	M	[19]
GELIO	M	[19]
GENDULE	M	[19]
GENTZEN	M	[19]
GERAXAN	M	[19]
GERBASI	M	[19]
GERGORI	M	[19]
GRAT	M	[19]
GRAZIAN	M	[19]
GURBITZ	M	[19]
GURBIZAR	M	[19]
GUREN	M	[19]
GUSTABO	M	[19]
HAILO	M	[19]
HARGIN	M	[19]
HARPOKRATES	M	[19]
HARTZ	M	[19]
HARZKO	M	[19]
HEDOI	M	[19]
HEFESTO	M	[19]
HEKATEO	M	[19]
HELENO	M	[19]
HIPOMENES	M	[19]
HIRU	M	[19]
HODEIERTZ	M	[19]
HORAZIO	M	[19*, 19]
HORAZIO KOKLES	M	[19]
HORTENTSIO	M	[19]
HOSTILIO	M	[19]
HUNBERTO	M	[19]
HURRITZ	M	[19]
IBARDIN	M	[19]
IGANTZI	M	[19]
IGARI	M	[19]
IGELDO	M	[19]
IHINTZ	M	[19]
IKARO	M	[19]
ITUREN	M	[19]
ITZAI	M	[19]
ITZAINA	M	[19]
ITZALTZU	M	[19]
IXAKA	M	[19]
IXION	M	[19]
IZANI	M	[19]
IZKO	M	[19]
JAINKOAREN JON	M	[19]
JAIZKIBEL	M	[19]
JAPETO	M	[19]
JASO	M	[19]
JATSU	M	[19]
JAUNTI	M	[19]
JAUNZURIA	M	[19]
JEINO	M	[19]
KADMO	M	[19]
KAIO	M	[19]
KAKO	M	[19]
KALIGULA	M	[19]
KALIKRATES	M	[19]
KALIMAKO	M	[19]
KALISTENES	M	[19]
KALISTO	M	[19]
KALKAS	M	[19]
KARAKALA	M	[19]
KARES	M	[19]
KARINO	M	[19]
KIRITZ	M	[19]
KIRON	M	[19]
KIRRU	M	[19]
KISMI	M	[19]
KLAUDIANO	M	[19]
KLAUDIO	M	[19]
KLEMENTE	M	[19]
KLEOBULO	M	[19]
KLEOMENES	M	[19]
KLETO	M	[19]
KLISTENES	M	[19]
KLORO	M	[19]
KLOTILDE	M	[19]
KOIKILLI	M	[19]
KOLUMELA	M	[19]
KOMODO	M	[19]
KONON	M	[19]
KONSTANTE	M	[19]
KONSTANTINO	M	[19]
KONSTANTZIO	M	[19]
KORBULON	M	[19]
KORIOLANO	M	[19]
KORNELIO	M	[19]
KOSME	M	[19]
KOSTANTZIO	M	[19]
LASKAIN	M	[19]
LASKO	M	[19]
LASTARRI	M	[19]
LASTUR	M	[19]
LAUAXETA	M	[19]
LAURENDI	M	[19]
LAURENTX	M	[19]
LAURGAIN	M	[19]
LEGAZPI	M	[19]
LEHEREN	M	[19]
LEHIOR	M	[19]
LEIOARI	M	[19]
LENTULO	M	[19]
LEOKADIO	M	[19]
LEOKARES	M	[19]
LEONTZIO	M	[19]
LEPIDO	M	[19]
LERRUTZ	M	[19]
LERTSUN	M	[19]
LETE	M	[19]
LEUZIPO	M	[19]
LEXOTI	M	[19]
LUKI	M	[19]
LUKREZIO	M	[19]
LUKULO	M	[19]
LUZE	M	[19]
LUZIFER	M	[19]
LUZILIO	M	[19]
LUZIO	M	[19]
MADARI	M	[19]
MAGNENTZIO	M	[19]
MAIORIANO	M	[19]
MAIRU	M	[19]
MAKRINO	M	[19]
MAKROBIO	M	[19]
MALDER	M	[19]
MANEZ	M	[19]
MANTXO	M	[19]
MANTZIO	M	[19]
MELTXOR	M	[19]
MENDAUR	M	[19]
MENIPO	M	[19]
MERKURIO	M	[19]
METERI	M	[19]
MEZENAS	M	[19]
MIKELOTS	M	[19]
MILIAN	M	[19]
MILON	M	[19]
MILTZIADES	M	[19]
MIMNERMO	M	[19]
MINOS	M	[19]
MINUZIO	M	[19]
NIKANOR	M	[19]
NIKOLAU	M	[19]
NIKOMEDES	M	[19]
NIZIAS	M	[19]
NOVAZIANO	M	[19]
NUMA PONPILIO	M	[19]
NUMITOR	M	[19]
OBEKO	M	[19]
ODOAKRO	M	[19]
OIARTZO	M	[19]
OIDOR	M	[19]
OINARRI	M	[19]
OIZ	M	[19]
OKER	M	[19]
OKTAVIO	M	[19]
OLIO	M	[19]
ONTZALU	M	[19]
OZEANO	M	[19]
OZKAR	M	[19]
PAGO	M	[19]
PAKEN	M	[19]
PAKUVIO	M	[19]
PANKRAZIO	M	[19]
PANPI	M	[19]
PANTXIKO	M	[19]
PARMENION	M	[19]
PARRASIO	M	[19]
PASKAL	M	[19]
PASKOAL	M	[19]
PATERKULO	M	[19]
PATROKLO	M	[19]
PATZIKU	M	[19]
PAUSANIAS	M	[19]
PIRITOO	M	[19]
PIRMIN	M	[19]
PIRRON	M	[19]
PISISTRATO	M	[19]
PITAKO	M	[19]
PITEAS	M	[19]
PLAZIDO	M	[19]
PLUTARKO	M	[19]
PLUTO	M	[19]
POLEN	M	[19]
POLENTZI	M	[19]
POLIBIO	M	[19]
POLIGNOTO	M	[19]
POLIKARPO	M	[19]
POLIKLITO	M	[19]
POLINIZES	M	[19]
PURDENTZI	M	[19]
RADAMANTO	M	[19]
RIZIMER	M	[19]
SABAT	M	[19]
SAHATS	M	[19]
SALBATORE	M	[19]
SALUSTI	M	[19]
SANDURU	M	[19]
SANTSO	M	[19]
SERTORIO	M	[19]
SIGISMUNDO	M	[19]
SILBAN	M	[19]
SIMAKO	M	[19]
SINPLIZIO	M	[19]
SIRIZIO	M	[19]
SISIFO	M	[19]
SOFOKLES	M	[19]
SOKRATES	M	[19]
TIBULO	M	[19]
TIBURTZIO	M	[19]
TIESTES	M	[19]
TIMEO	M	[19]
TIMOLEON	M	[19]
TIRESIAS	M	[19]
TIRTEO	M	[19]
TORKUATO	M	[19]
TRAJANO	M	[19]
TRASIBULO	M	[19]
TRITON	M	[19]
TROFONIO	M	[19]
TULO	M	[19]
TUZIDIDES	M	[19]
TXARLES	M	[19]
TXATXEL	M	[19]
TXIPI	M	[19]
VARO	M	[18, 19]
VARRON	M	[19]
VEGEZIO	M	[19]
VELEIO	M	[19]
VENANTZIO	M	[19]
VERRES	M	[19]
VERTZINGETORIX	M	[19]
VIKTORIANO	M	[19]
VULKANO	M	[19]
XALBADOR	M	[19]
XENOFANES	M	[19]
XENOFONTE	M	[19]
ZINEAS	M	[19]
ZINTZINATO	M	[19]
ZIPIRO	M	[19]
ZIPSELO	M	[19]
ZIRILO	M	[19]
ZIRO	M	[19]
ZITI	M	[19]
ZIVILIS	M	[19]
ZIZERON	M	[19]
ZOIL	M	[19]
ZUHUR	M	[19]
ZUZEN	M	[19]
AGATOKLES	M	[19]
AGESILAO	M	[19]
AGIS	M	[19]
AGOITZ	M	[19]
AGRIKOLA	M	[19]
AGUR	M	[19]
AHOZTAR	M	[19]
AIO	M	[19]
AIORO	M	[19]
AITXURI	M	[19]
AIURDI	M	[19]
AIZAROTZ	M	[19]
AIZKIBEL	M	[19]
AIZO	M	[19]
AKELOO	M	[19]
AKILES	M	[19]
AKIZE	M	[19]
AKOX	M	[19]
AKTEON	M	[19]
AKUTAIN	M	[19]
AMATU	M	[19]
AMEZTI	M	[19]
AMIANO	M	[19]
AMIK	M	[19]
AMILAITZ	M	[19]
AMINTAS	M	[19]
AMITXIS	M	[19]
AMUSKO	M	[19]
ANAKARSIS	M	[19]
ANAKLETO	M	[19]
ANAKREONTE	M	[19]
ANAXIMANDRO	M	[19]
ANAXIMENES	M	[19]
ANDOLIN	M	[19]
ANDORE	M	[19]
ANDOS	M	[19]
ANDROKLES	M	[19]
ANDRONIKO	M	[19]
ANTXO	M	[19]
ANTXORITZ	M	[19]
APALO	M	[19]
APAT	M	[19]
APRAZE	M	[19]
ARALAR	M	[19]
ARANO	M	[19]
ARAÑOTZ	M	[19]
ARATO	M	[19]
ARDAITZ	M	[19]
ARDOI	M	[19]
ARGAIN	M	[19]
ARGARAI	M	[19]
ARGONITZ	M	[19]
ARIN	M	[19]
ARISTARKO	M	[19]
ARTZE	M	[19]
ARTZESILAO	M	[19]
ASKANIO	M	[19]
ASKLEPIADES	M	[19]
ASKLEPIO	M	[19]
ASTERI	M	[19]
ASTIANAX	M	[19]
ASURDI	M	[19]
ASURI	M	[19]
ATARRABI	M	[19]
ATENEO	M	[19]
ATIKO	M	[19]
ATIS	M	[19]
ATO	M	[19]
ATREO	M	[19]
ATX	M	[19]
ATXART	M	[19]
ATXITI	M	[19]
ATXURI	M	[19]
AUGIAS	M	[19]
AUGUSTULO	M	[19]
AULO	M	[18, 19]
BASARRI	M	[19]
BASILLI	M	[19]
BAZKOARE	M	[19]
BAZTAN	M	[19]
BEDATS	M	[19]
BEILA	M	[19]
BELAKO	M	[19]
BELEROFON	M	[19]
BELTSO	M	[19]
BELTZ	M	[19]
BENANTZIO	M	[19]
BENEDIKTO	M	[19]
BENEDITE	A	[19]
BENIN	M	[19]
BERASKO	M	[19]
BERAUN	M	[19]
BRITANIKO	M	[19]
BURNI	M	[19]
BURRO	M	[19]
DAMOKLES	M	[19]
DANAO	M	[19]
DARDANO	M	[19]
DARI	M	[19, 1*]
DEMADES	M	[19]
DEMETER	M	[19]
DEMOKRITO	M	[19]
DEUKALION	M	[19]
DURRUMA	M	[19]
EAKO	M	[19]
EATE	M	[19]
EDRIGU	M	[19]
EFIALTES	M	[19]
EGIEDER	M	[19]
EGIPTO	M	[19]
EGUEN	M	[19]
EILO	M	[19]
EITA	M	[19]
EKO	M	[19]
ELAGABALO	M	[19]
ELIXI	M	[19]
EPIKARMO	M	[19]
EPIKTETO	M	[19]
EPIKURO	M	[19]
EPIMETEO	M	[19]
ERATO	M	[19]
ERATOSTENES	M	[19]
ERDAIN	M	[19]
EREINOTZ	M	[19]
EREKTEO	M	[19]
EREÑO	M	[19]
ERETI	M	[19]
ERLO	M	[19]
ERNAUT	M	[19]
ERNIO	M	[19]
ERRAIMUN	M	[19]
ERRAMEL	M	[19]
ERRAMOS	M	[19]
ERRAMU	M	[19]
ERRANDO	M	[19]
ERREGU	M	[19]
ERRO	M	[19]
ERROBI	M	[19]
ERRODRIGO	M	[19]
ERROLAN	M	[19]
EUKLIDES	M	[19]
EULATZ	M	[19]
EUMENES	M	[19]
EUMOLPO	M	[19]
EURISTEO	M	[19]
EUSTAKI	M	[19]
EUSTAKIO	M	[19]
EUTIKIANO	M	[19]
EZEKEL	M	[19]
EZKAI	M	[19]
EZKATI	M	[19]
EZKER	M	[19]
EZKIDI	M	[19]
EZTEBE	M	[19]
FAETON	M	[19]
FORMOSO	M	[19]
FORTUN	M	[19]
FOSTIN	M	[19]
FOZION	M	[19]
FRANTSES	M	[19]
FRANTZES	M	[19]
FRANTZISKO	M	[19, 1*]
FREDERIKO	M	[19]
FRINIKO	M	[19]
FRUKTUOSO	M	[19]
GABIN	M	[19]
GABON	M	[19]
GAILO	M	[19]
GAIO	M	[19]
GAITAN	M	[19]
GAIZKO	M	[19]
GALBA	M	[19]
GALERIO	M	[19]
GALIENO	M	[19]
GERION	M	[19]
GERIXETI	M	[19]
GERIZATI	M	[19]
GERMANIKO	M	[19]
GILEM	M	[19]
GILLELM	M	[19]
GILLELMO	M	[19]
GINDUL	M	[19]
GIZON	M	[19]
GOGOR	M	[19]
GOIZNABAR	M	[19]
GOMETZ	M	[19]
GONGOTZON	M	[19]
GORGIAS	M	[19]
GOROSTI	M	[19]
GORRI	M	[19]
HENRIKE	M	[19]
HERAKLES	M	[19]
HERAKLIDES	M	[19]
HERAKLITO	M	[19]
HERKULES	M	[19]
HERMOKRATES	M	[19]
HEROSTRATO	M	[19]
HERRI	M	[19]
HESIODO	M	[19]
HIAZINTO	M	[19]
HIERON	M	[18, 19]
HIGINO	M	[19]
HIMENEO	M	[19]
HIPARKO	M	[19]
HIPERIDES	M	[19]
HIPIAS	M	[19]
HIPNOS	M	[19]
HIPOKRATES	M	[19]
ILDEFONTSO	M	[19]
ILUN	M	[19]
ILUNTSO	M	[19]
ILURDO	M	[19]
ILURO	M	[19]
IÑIZIO	M	[19]
INOZENTZIO	M	[19]
INTXIXU	M	[19]
IRAKUS	M	[19]
IRATXO	M	[19]
IRATZEDER	M	[19]
IREBER	M	[19]
IRULAR	M	[19]
ISOKRATES	M	[19]
ITSUSKO	M	[19]
JOANGO	M	[19]
JOANIKOT	M	[19]
JOANIKOTE	M	[19]
JOANIS	M	[19]
JOSEPE	M	[19]
JUBA	M	[19]
JULO	M	[19]
JUNON	M	[19]
KARNEADES	M	[19]
KARO	M	[19]
KARON	M	[19]
KARONTE	M	[19]
KASANDRO	M	[19]
KASILDO	M	[19]
KASIMIR	M	[19]
KASIMIRO	M	[19]
KASIODORO	M	[19]
KASTOR	M	[19]
KATILINA	M	[19]
KATON	M	[19]
KATULO	M	[19]
KAULDI	M	[19]
KELMEN	M	[19]
KELTSO	M	[19]
KEPERIN	M	[19]
KILON	M	[19]
KINTILIANO	M	[19]
KINTILO	M	[19]
KINTO	M	[19]
KIRINO	M	[19]
KOSTOBARE	M	[19]
KOSTOBARO	M	[19]
KRASO	M	[19]
KRATINO	M	[19]
KRESAL	M	[19]
KRIPAN	M	[19]
KRISIPO	M	[19]
KRISPIN	M	[19]
KRISTOBAL	M	[19]
KRISTOBARE	M	[19]
KRITIAS	M	[19]
KRONOS	M	[19]
KTESIAS	M	[19]
KUPIDO	M	[19]
KURTZIO	M	[19]
KUTUN	M	[19]
LAKUBEGI	M	[19]
LANDO	M	[19]
LANTZ	M	[19]
LAOKOON	M	[19]
LAOKOONTE	M	[19]
LAOMEDON	M	[19]
LAOMEDONTE	M	[19]
LARATZ	M	[19]
LARRAIN	M	[19]
LEZO	M	[19]
LIKOFRON	M	[19]
LIKURGO	M	[19]
LIRAIN	M	[19]
LISIAS	M	[19]
LISIMAKO	M	[19]
LISIPO	M	[19]
LIZARDI	M	[19]
LIZINIO	M	[19]
LOHITZ	M	[19]
LOKADI	M	[19]
LOKIZ	M	[19]
LON	M	[19]
LONGO	M	[19]
LONTZI	M	[19]
LOPEKO	M	[19]
LUBERRI	M	[19]
LUKANO	M	[19]
MARKELIN	M	[19]
MARTE	M	[19]
MARTIE	M	[19]
MARTIKO	M	[19]
MARTITZ	M	[19]
MARTSIAS	M	[19]
MARTZELIN	M	[19]
MARTZELINO	M	[19]
MARTZELO	M	[19]
MARTZIAL	M	[19]
MARTZIO	M	[19]
MATXIN	M	[19]
MAXENTZIO	M	[19]
MELA	M	[19]
MELKIADES	M	[19]
MNESIKLES	M	[19]
MUMIO	M	[19]
MUNIO	M	[19]
MURTUTS	M	[19]
MUSTIO	M	[19]
MUZIO ESZEVOLA	M	[19]
NABIS	M	[19]
NAHI	M	[19]
NARTSES	M	[19]
NARTZISO	M	[19]
NEARKO	M	[19]
NEGU	M	[19]
NEKETI	M	[19]
NEPOTE	M	[19]
NERVA	M	[19]
NESO	M	[19]
ONTZALUXE	M	[19]
ORATS	M	[19]
ORDOITZ	M	[19]
ORENTZI	M	[19]
ORGI	M	[19]
ORIXE	M	[19]
ORTI	M	[19]
ORTZADAR	M	[19]
OSABA	M	[19]
OSABARITZ	M	[19]
OSKARBI	M	[19]
OSKAX	M	[19]
OSKILLASO	M	[19]
OSTADAR	M	[19]
OSTERTZ	M	[19]
OTAÑO	M	[19]
OTSALAR	M	[19]
OTSANDO	M	[19]
OTSOA	M	[19]
OTSOBI	M	[19]
OTXOA	M	[19]
OTXOKO	M	[19]
OTXOTE	M	[19]
OXARRA	M	[19]
PELAIO	M	[19]
PELI	M	[19]
PELOPIDAS	M	[19]
PERDIKAS	M	[19]
PERIANDRO	M	[19]
PERIKLES	M	[19]
